__v,_id,answers,approved,displayedCounter,language,location,question,rightAnswer,schemaVersion,statistic,updatedAt
0,62700389b6d782d01c1ff82a,"[""גשר ציון"",""גשר המיתרים"",""גשר דוד"",""גשר יהודית""]",true,0,hebrew,626421c77089c1bf06a8dad5,איך נקרא גשר הרכבת הקלה בכניסה לירושלים ?,1,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,627003bfb6d782d01c1ff833,"[""אשל"",""הקדושה"",""מקור האמונה"",""ציון""]",true,0,hebrew,626421c77089c1bf06a8dad5,העיר ירושלים נקראת גם,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,62701293b6d782d01c1ff83c,"[""Kiryat Shalom"",""Kerem Ha Teimanim"",""Yad Eliyaho"",""Kfar Shalem""]",true,9,english,626421557089c1bf06a8dacd,Which neighborhood was historically identified with the Shimshon Tel Aviv Football Club?,1,1,"[{""answer"":0,""counter"":4},{""answer"":1,""counter"":4},{""answer"":2,""counter"":0},{""answer"":3,""counter"":1}]",2022-05-12T06:12:15.715Z
0,627012e4b6d782d01c1ff845,"[""Si Himan"",""Ester Shamir"",""Sharon Lifshitz"",""Norith Galron""]",true,8,english,626421557089c1bf06a8dacd,"Who sang the ""lowest place in Tel Aviv"" ?",1,1,"[{""answer"":0,""counter"":1},{""answer"":1,""counter"":1},{""answer"":2,""counter"":2},{""answer"":3,""counter"":4}]",2022-05-12T06:12:15.712Z
0,62701371b6d782d01c1ff84e,"[""Ronit Shahar"",""Alona Daniel"",""Inbal Perlmutter"",""Kurin Elel""]",true,10,english,626421557089c1bf06a8dacd,"Who sang ""on the roofs of Tel Aviv"" ?",1,1,"[{""answer"":0,""counter"":6},{""answer"":1,""counter"":1},{""answer"":2,""counter"":3},{""answer"":3,""counter"":0}]",2022-05-12T06:12:15.716Z
0,627013bdb6d782d01c1ff857,"[""Hanasih Hakatan"",""Kedmat Eden"",""Lutus"",""Halper Sfarim""]",true,9,english,626421557089c1bf06a8dacd,Which of the following bookstores is not in Allenby ?,0,1,"[{""answer"":0,""counter"":2},{""answer"":1,""counter"":2},{""answer"":2,""counter"":1},{""answer"":3,""counter"":4}]",2022-05-12T06:12:15.709Z
0,62701410b6d782d01c1ff860,"[""Afrodita"",""Avitta"",""Minerva"",""Karpa Diam""]",true,9,english,626421557089c1bf06a8dacd,What is the name of the legendary bar that was in Alley until the summer of 2008?,2,1,"[{""answer"":0,""counter"":3},{""answer"":1,""counter"":1},{""answer"":2,""counter"":3},{""answer"":3,""counter"":2}]",2022-05-12T06:12:15.713Z
0,62701499b6d782d01c1ff869,"[""Caffe Rull"",""Caffe Ksit"",""Caffe Attara"",""Caffe Batya""]",true,1,english,626421557089c1bf06a8dacd,Which of the following legendary cafes is not located in Dizengoff Street ?,2,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,627014f6b6d782d01c1ff872,"[""In the West"",""In the north"","" In the East"",""In the south""]",true,0,english,6264219b7089c1bf06a8dad1,Where is Eilat ?,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6270156fb6d782d01c1ff87b,"[""Bum Bum Rak"",""Um El Rashrash"",""Tamu Bu Lili"",""Rob Hababur""]",true,0,english,6264219b7089c1bf06a8dad1,What is the name of a place that used to be located in the place where Eilat is located ?,1,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6270159ab6d782d01c1ff884,"[""1789"",""2002"",""1952"",""1995""]",true,0,english,6264219b7089c1bf06a8dad1,In what year was Eilat founded as a civil settlement ?,2,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,627015cbb6d782d01c1ff88d,"[""Egypt"",""United States"",""England"",""Jordan""]",true,0,english,6264219b7089c1bf06a8dad1,Eilat is close to ?,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6270162cb6d782d01c1ff89f,"[""Neve David"",""Kiryat Eliezer"",""Carmel"",""Neve Sha'anan""]",true,3,english,626420dd7089c1bf06a8dac2,Which neighborhood is Grand Canyon ?,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":3},{""answer"":3,""counter"":0}]",
0,62701664b6d782d01c1ff8a8,"[""5,012"",""600,000"",""240,000"",""672""]",true,1,english,626420dd7089c1bf06a8dac2,How many citizens are there in Haifa ?,2,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":1},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6270169db6d782d01c1ff8b1,"[""Hadar"",""Bat Galim"",""Neve Sha'anan"",""Ahoza""]",true,3,english,626420dd7089c1bf06a8dac2,Which neighborhood is Rambam Hospital ?,1,1,"[{""answer"":0,""counter"":1},{""answer"":1,""counter"":1},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,627016d6b6d782d01c1ff8ba,"[""Haifa"",""Beer Sheva"",""Hadera"",""Netanya""]",true,3,english,626420dd7089c1bf06a8dac2,Which is the largest city ?,0,1,"[{""answer"":0,""counter"":1},{""answer"":1,""counter"":2},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,62701723b6d782d01c1ff8c3,"[""Netanya"",""Netanya"",""Haifa"",""Nof hagalil""]",true,2,english,626420dd7089c1bf06a8dac2,Which is the largest city ?,2,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":2}]",
0,6270178ab6d782d01c1ff8cc,"[""Kaltit"",""Droze"",""Saintology"",""Habahaim""]",true,3,english,626420dd7089c1bf06a8dac2,Haifa known as religion center  for,3,1,"[{""answer"":0,""counter"":1},{""answer"":1,""counter"":1},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,62701803b6d782d01c1ff8d5,"[""Holon"",""Jerusalem"",""Haifa"",""Tel Aviv""]",true,1,english,626421c77089c1bf06a8dad5,Which is the largest city ?,1,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":1},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6270185ab6d782d01c1ff8de,"[""1917"",""1948"",""1964"",""1867""]",true,1,english,626421c77089c1bf06a8dad5,In what year did Jerusalem come under the rule of the British Mandate ?,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,6270190bb6d782d01c1ff8e7,"[""Umm Rashrash"",""El Aksa"",""Al Hayba"",""El Kadesh""]",true,1,english,626421c77089c1bf06a8dad5,What is the name of Jerusalem in Arabic ?,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":1}]",
0,6270195bb6d782d01c1ff8f0,"[""Arayut (Lionsz)"",""Zipporim (Birds)"",""Haashpot"",""Harahamim""]",true,0,english,626421c77089c1bf06a8dad5,What gate does not exist in Jerusalem?,1,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,627019c9b6d782d01c1ff8f9,"[""Talpiot"",""Mea Shearim"",""Arnona"",""Mishkenot Sha'ananim""]",true,1,english,626421c77089c1bf06a8dad5,What was the name of the first neighborhood built outside the walls of Jerusalem in the 19th century ?,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,62701a17b6d782d01c1ff902,"[""Six days"",""Sinay"",""Azmaut"",""Hatasha""]",true,0,english,626421c77089c1bf06a8dad5,After what war was Jerusalem united ?,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,62701a60b6d782d01c1ff90b,"[""Zion"",""Meitarim"",""David"",""Yehudit""]",true,1,english,626421c77089c1bf06a8dad5,What is the name of the light rail bridge at the entrance to Jerusalem ?,1,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":1},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,62701aa4b6d782d01c1ff914,"[""Eshel"",""Hakdusha"",""Mekur Emuna"",""Zion""]",true,0,english,626421c77089c1bf06a8dad5,The city of Jerusalem is known as,3,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4ae08731ef51d30adc3,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000001,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4b308731ef51d30adcd,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000002,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4b608731ef51d30add7,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000003,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4b908731ef51d30ade1,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000004,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4bb08731ef51d30adeb,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000005,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4bd08731ef51d30adf5,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000006,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4bf08731ef51d30adff,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000007,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4c108731ef51d30ae09,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,1,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000008,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":1},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4c308731ef51d30ae13,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000009,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4c608731ef51d30ae1d,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000010,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4c808731ef51d30ae27,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000011,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4ca08731ef51d30ae31,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000012,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4cc08731ef51d30ae3b,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,1,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000013,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":1},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4ce08731ef51d30ae45,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,1,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000014,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":1}]",
0,6272d4cf08731ef51d30ae4f,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000015,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4d108731ef51d30ae59,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000016,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4d208731ef51d30ae63,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000017,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4d508731ef51d30ae6d,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,1,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000018,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":1},{""answer"":3,""counter"":0}]",
0,6272d4d708731ef51d30ae77,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000019,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4da08731ef51d30ae81,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000020,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6272d4dd08731ef51d30ae8b,"[""Nisityon TelAviv Answer00001"",""Nisityon TelAviv Answer00002"",""Nisityon TelAviv Answer00003"",""Nisityon TelAviv Answer00004""]",false,0,english,626421557089c1bf06a8dacd,Nisityon TelAviv Question 000021,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",
0,6276af8f7af27259657624c5,"[""yiy"",""ytiyt"",""ytiyti"",""tiyiyt""]",false,0,english,626421557089c1bf06a8dacd,uiyuiy,0,1,"[{""answer"":0,""counter"":0},{""answer"":1,""counter"":0},{""answer"":2,""counter"":0},{""answer"":3,""counter"":0}]",2022-05-07T17:42:39.731Z
